app_name	GPSSample::en	GPSSample::es	GPSSample::fr	GPSSample::pt	GPSSample::ru	GPSSample::in	GPSSample::tl	GPSSample::fa-rAF	GPSSample::ps	
privacy_policy_statement	"GPSSample records your route (breadcrumb trail) while you travel between households and map households.\n\nRecording starts only when you tap the RECORD button in the app and stops recording when you tap the STOP button.\n\nLocation is collected continuously while recording, even if the app is in the background or your device is locked.\n\nYour location data is stored securely on your device and is only exported if you choose to do so.\n\nYou can revoke background location access at any time in Android Settings."	"GPSSample registra tu ruta (rastro de navegación) mientras te desplazas entre hogares y los mapeas.\n\nLa grabación solo comienza cuando pulsas el botón GRABAR en la aplicación y se detiene cuando pulsas el botón DETENER.\n\nLa ubicación se recopila de forma continua durante la grabación, incluso si la aplicación está en segundo plano o tu dispositivo está bloqueado.\n\nSus datos de ubicación se almacenan de forma segura en su dispositivo y solo se exportan si usted decide hacerlo.\n\nPuede revocar el acceso a la ubicación en segundo plano en cualquier momento en los ajustes de Android."	"GPSSample enregistre votre itinéraire (fil d\'Ariane) lorsque vous vous déplacez entre les foyers et cartographiez les foyers.\n\nL\'enregistrement ne commence que lorsque vous appuyez sur le bouton ENREGISTRER dans l\'application et s\'arrête lorsque vous appuyez sur le bouton ARRÊTER.\n\nLa localisation est collectée en continu pendant l\'enregistrement, même si l\'application est en arrière-plan ou si votre appareil est verrouillé.\n\nVos données de localisation sont stockées en toute sécurité sur votre appareil et ne sont exportées que si vous le souhaitez.\n\nVous pouvez révoquer l\'accès à la localisation en arrière-plan à tout moment dans les paramètres Android."	"O GPSSample grava a sua rota (trilha de navegação) enquanto você se desloca entre residências e mapeia residências.\n\nA gravação só começa quando você toca no botão GRAVAR no aplicativo e para quando você toca no botão PARAR.\n\nA localização é coletada continuamente durante a gravação, mesmo que o aplicativo esteja em segundo plano ou o seu dispositivo esteja bloqueado.\n\nOs seus dados de localização são armazenados com segurança no seu dispositivo e só são exportados se você optar por fazê-lo.\n\nVocê pode revogar o acesso à localização em segundo plano a qualquer momento nas Definições do Android."	"GPSSample записывает ваш маршрут (хлебные крошки) во время поездок между домохозяйствами и нанесения их на карту.\n\nЗапись начинается только после нажатия кнопки RECORD в приложении и останавливается после нажатия кнопки STOP.\n\nМестоположение собирается непрерывно во время записи, даже если приложение находится в фоновом режиме или ваше устройство заблокировано.\n\nДанные о вашем местоположении надежно хранятся на вашем устройстве и экспортируются только по вашему желанию.\n\nВы можете в любой момент отменить доступ к фоновому местоположению в настройках Android."	"GPSSample merekam rute Anda (jejak perjalanan) saat Anda bepergian antar rumah tangga dan memetakan rumah tangga.\n\nPerekaman hanya dimulai saat Anda mengetuk tombol REKAM di aplikasi dan berhenti merekam saat Anda mengetuk tombol BERHENTI.\n\nLokasi dikumpulkan terus menerus selama perekaman, bahkan jika aplikasi berada di latar belakang atau perangkat Anda terkunci.\n\nData lokasi Anda disimpan dengan aman di perangkat Anda dan hanya diekspor jika Anda memilih untuk melakukannya.\n\nAnda dapat mencabut akses lokasi latar belakang kapan saja di Pengaturan Android."	"Itinatala ng GPSSample ang iyong ruta (breadcrumb trail) habang naglalakbay ka sa pagitan ng mga sambahayan at mga sambahayan sa mapa.\n\nNagsisimula lamang ang pagre-record kapag pinindot mo ang RECORD button sa app at humihinto sa pagre-record kapag pinindot mo ang STOP button.\n\nPatuloy na kinokolekta ang lokasyon habang nagre-record, kahit na nasa background ang app o naka-lock ang iyong device.\n\nLigtas na nakaimbak ang data ng iyong lokasyon sa iyong device at ine-export lamang kung pipiliin mong gawin ito.\n\nMaaari mong bawiin ang access sa lokasyon sa background anumang oras sa Mga Setting ng Android."	GPSSample راه رفتن شما را ثبت می	"GPSSample ستاسو د تګ لاره ثبتوي کله چې تاسو د کورونو ترمنځ ګرځئ او کورونه په نقشه کې نښه کوئ.\n\n ثبت هغه وخت پیل کېږي کله چې تاسو د ثبت تڼۍ ووهئ، او هغه وخت بندېږي کله چې د بندولو تڼۍ ووهئ.\n\n کله چې ثبت روان وي، موقعیت تل اخیستل کېږي، حتی که اپلېکېشن په شالید کې وي یا موبایل لاک وي.\n\n ستاسو د موقعیت معلومات ستاسو په موبایل کې په خوندي ډول ساتل کېږي او یوازې ستاسو په اجازه لېږدول کېږي.\n\n تاسو کولی شئ د شالید موقعیت اجازه هر وخت د Android له تنظیماتو څخه بنده کړئ."	
accept_privacy_policy	Enable Background Location:\nALLOW ALL THE TIME	Habilitar ubicación en segundo plano:\nPERMITIR SIEMPRE	Activer la localisation en arrière-plan : \nTOUJOURS AUTORISER	Ativar localização em segundo plano:\nPERMITIR SEMPRE	Включить фоновое местоположение:\nВСЕГДА РАЗРЕШАТЬ	"Aktifkan Lokasi Latar Belakang: IZINKAN SEPANJANG WAKTU"	Paganahin ang Lokasyon sa Background:\nPAHINTUlutan SA LAHAT NG ORAS	فعال	د شاليد موقعيت فعال کړئ:\nتل اجازه ورکړئ	
decline_privacy_policy	Not Now:\ntracking feature won't work	Ahora no:\nla función de seguimiento no funcionará	Pas maintenant : \nla fonction de suivi ne fonctionnera pas	Agora não:\nA funcionalidade de rastreamento não funcionará	Не сейчас:\nфункция отслеживания не будет работать	Nanti: fitur pelacakan tidak akan berfungsi	Hindi Ngayon:\nhindi gagana ang feature na pagsubaybay	فعلاً نه:\nویژگی ردیابی کار نخواهد کرد	اوس نه:\nتعقیب به کار ونه کړي	
background_location_permission	Background Location Permission	Permiso de ubicación en segundo plano	Autorisation de localisation en arrière-plan	Permissão de localização em segundo plano	Разрешение на фоновое местоположение	Izin Lokasi Latar Belakang	Pahintulot sa Lokasyon sa Background	مجوز موقعیت مکانی پس	د شالید موقعیت اجازه	
enable_background_activity_title	Enable Background Activity	Enable Background Activity	Activer l'activité en arrière-plan	Ativar atividade em segundo plano	Включение фоновой активности	Aktifkan Aktivitas Latar Belakang	Paganahin ang Aktibidad sa Background	فعال	پټ فعالیت فعال کړئ	
enable_background_activity_body	1. Tap the OPEN SETTINGS button\n2. Find GPSSample in the list.\n3. Enable ALLOW BACKGROUND ACTIVITY.\n4. Return to this app.	1. Pulse el botón ABRIR CONFIGURACIÓN\n2. Busque GPSSample en la lista.\n3.Habilite PERMITIR ACTIVIDAD EN SEGUNDO PLANO.\n4. Vuelva a esta aplicación.	1. Appuyez sur le bouton OUVRIR LES PARAMÈTRES\n2. Recherchez GPSSample dans la liste.\n3. Activez AUTORISER L'ACTIVITÉ EN ARRIÈRE-PLAN.\n4. Revenez à cette application.	1. Toque no botão ABRIR CONFIGURAÇÕES \n2. Encontre GPSSample na lista.\n3. Ative PERMITIR ATIVIDADE EM SEGUNDO PLANO.\n4. Volte para este aplicativo.	1. Нажмите кнопку ОТКРЫТЬ НАСТРОЙКИ \n2. Найдите GPSSample в списке.\n3.Включите РАЗРЕШИТЬ ФОНОВУЮ АКТИВНОСТЬ.\n4. Вернитесь в это приложение.	1. Ketuk tombol BUKA PENGATURAN\n2. Temukan GPSSample dalam daftar.\n3. Aktifkan IZINKAN AKTIVITAS LATAR BELAKANG.\n4. Kembali ke aplikasi ini.	1. Pindutin ang buton na BUKASIN ANG MGA SETTING\n2. Hanapin ang GPSSample sa listahan.\n3. Paganahin ang PAHINTULOT SA AKTIBIDAD SA BACKGROUND.\n4. Bumalik sa app na ito.	"1. دکمه تنظیمات را لمس کنید\n 2. GPSSample را در فهرست پیدا کنید.\n 3. اجازه فعالیت در پس"	"1. د تنظیماتو پرانیزئ (OPEN SETTINGS) تڼۍ ووهئ\n 2. په لست کې GPSSample ومومئ.\n 3. د شالید فعالیت اجازه (ALLOW BACKGROUND ACTIVITY) فعاله کړئ.\n 4. بېرته دې اپلېکېشن ته راستانه شئ."	
open_settings	Open Settings	Abrir configuración	Ouvrir les paramètres	Abrir configurações	Откройте настройки	Buka Pengaturan	Buksan ang Mga Setting	تنظیمات را باز کنید	تنظیمات خلاص کړئ	
note	Note	Nota	Remarque	Nota	Примечание	Catatan	Paalala	یادداشت	یادښت	
edit_location	Edit Location	Editar ubicación	Modifiez l'emplacement	Editar localização	Изменить местоположение	Edit Lokasi	I-edit ang Lokasyon	ویرایش مکان	موقعیت ایډیټ کړئ	
select_strata	Select Strata	Seleccionar estrato	Sélectionnez la strate	Selecionar estrato	Выбрать слой	Pilih Lapisan	Piliin ang Strata	انتخاب لایه	سټراټا وټاکئ	
delete_strata_message	Are you sure you want to permanently delete this strata?	¿Está seguro de que desea eliminar este estrato de forma permanente?	Êtes-vous sûr de vouloir supprimer définitivement cette strate ?	Tem a certeza de que deseja eliminar permanentemente este estrato?	"Вы уверены, что хотите окончательно удалить этот слой?"	Apakah Anda yakin ingin menghapus lapisan ini secara permanen?	Sigurado ka bang gusto mong permanenteng burahin ang strata na ito?	آیا مطمئن هستید که می	ایا تاسو ډاډه یاست چې غواړئ دا سټراټا د تل لپاره حذف کړئ؟	
define_boundary	Tap the map to define the boundary	Toque el mapa para definir los límites	Appuyez sur la carte pour définir les limites	Toque no mapa para definir os limites	"Нажмите на карту, чтобы определить границы"	Ketuk peta untuk menentukan batas	I-tap ang mapa para tukuyin ang hangganan	برای تعریف مرز، روی نقشه ضربه بزنید	د پولې ټاکلو لپاره پر نقشه ټپ کړئ	
select_the_strata_identifier	Select the strata name variable	Seleccione la variable del nombre del estrato	Sélectionnez la variable du nom de la strate	Selecionar a variável do nome do estrato	Выбрать переменную имени слоя	Pilih variabel nama lapisan	Piliin ang variable ng pangalan ng strata	متغیر نام لایه را انتخاب کنید	د سټراټا د نوم متغیر وټاکئ	
strata_name	Strata Name	Nombre del estrato	Nom de la strate	Nome do estrato	Имя слоя	Nama lapisan	Pangalan ng strata	نام لایه	د سټراټا نوم	
add_strata	Add Strata	Añadir estrato	Ajoutez une strate	Adicionar estratificação	Добавить слой	Tambahkan Strata	Magdagdag ng Strata	افزودن طبقه	سټراټا اضافه کړئ	
strata	Strata	Estratos	Strata	Estratos	Страта	Lapisan	Strata	لایه	پرتونه	
